,id,rated,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,game_time
259,ME4Pgou5,1.0,24.0,resign,black,6+8,masquerade,1824.0,annarachel12,1962.0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 a6 Nd6+ Bxd6 Qxd6 Qf6 Qxf6 Nxf6 f3 O-O Be3 d5 exd5 Nb4 Bd3 Nfxd5,B32,Sicilian Defense: Loewenthal Variation,8.0,38.823
260,pmxijIKE,1.0,55.0,resign,white,10+0,sergeigodenko,1590.0,dastan-2009,1656.0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nxc6 Qf6 Qf3 Qxf3 gxf3 dxc6 Bf4 Bd6 Be3 b6 Nc3 Bb7 Bd4 f6 O-O-O O-O-O Bh3+ Kb8 Rhg1 c5 Be3 g5 Rh1 Nh6 Nd5 Rdf8 f4 g4 Bg2 f5 e5 Rd8 exd6 Rxd6 Rhg1 Rhd8 Nc3 Rxd1+ Nxd1 Ba6 b3 Be2 Nc3 Bf3 Bxf3 gxf3 h3,C45,Scotch Game: Classical Variation |  Intermezzo Variation,10.0,81.23433333333334
261,kq72dMXH,0.0,20.0,resign,black,5+20,corol,1474.0,grossology,1500.0,e4 e5 Nf3 d6 d4 Nf6 dxe5 dxe5 Qxd8+ Kxd8 Nxe5 Ke8 Nc3 Bd7 Nxd7 Nfxd7 Bc4 Nc6 Bg5 Nd4,C41,Philidor Defense: Nimzowitsch Variation,7.0,22.3685
262,HK6uJlA7,1.0,142.0,resign,black,15+10,irishman012,1694.0,chuppa,1709.0,e4 Nc6 d4 e5 d5 Nce7 Bg5 h6 Bh4 d6 Nc3 g5 Bg3 Nf6 h3 h5 b3 Ng6 Na4 Bd7 Bd3 h4 Bh2 Nh5 c4 Nhf4 Qf3 Qf6 Ne2 Nxd3+ Qxd3 Bh6 O-O Rg8 c5 Nf4 Nxf4 gxf4 Kh1 Qg6 Rg1 f5 exf5 Bxf5 Qc4 e4 Qb5+ Kf7 Qxb7 Rac8 cxd6 e3 f3 e2 dxc7 Rg7 Rae1 Kg8 Rxe2 Rgxc7 Qb4 Rc1 Qd2 R1c2 Qd1 Rxe2 Qxe2 Bd3 Qe6+ Qxe6 dxe6 Bf5 Re1 Kf8 e7+ Ke8 Re2 Bg5 Nb2 Rc1+ Bg1 Bxe7 Kh2 a6 Nc4 Rc2 Rxc2 Bxc2 Nd2 Kd7 Bd4 Kd6 Nc4+ Kd5 Be5 Bg5 Kg1 Kc5 Bd6+ Kd4 Kf1 Kc3 Ke2 Bd3+ Kd1 Bxc4 bxc4 Kxc4 Kc2 a5 Kd2 a4 a3 Kb3 Kd3 Bf6 Bxf4 Kxa3 Bd6+ Kb3 Ke4 a3 Bxa3 Kxa3 Kf4 Kb2 g3 Be5+ Kxe5 hxg3 h4 g2 h5 g1=Q h6 Qg5+ Ke4 Qxh6 f4 Qf6 Kf3 Kc3,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5.0,486.806
263,j2u1P5hZ,1.0,37.0,resign,white,10+3,ashok-arora,1225.0,martakant,1104.0,d4 e6 Nc3 Bc5 Nf3 Nf6 Na4 O-O Nxc5 d6 Na4 Qd7 c4 Ne4 Ng5 h6 Nxe4 f5 Ng3 Nc6 Nc3 b6 Nb5 Ba6 Na3 Nb4 e4 Nxa2 Rxa2 f4 Nh5 g6 Nf6+ Kg7 Nxd7 Rf7 Qa4,A40,Horwitz Defense,2.0,81.682
264,wojkbwSi,1.0,79.0,mate,white,7+5,1240100948,1674.0,peonderey,1491.0,d4 g6 Bf4 Bg7 e3 e6 Nf3 Ne7 a3 O-O Nbd2 f5 c4 b6 Bg5 Bb7 Be2 c5 Rb1 cxd4 exd4 Nbc6 d5 exd5 cxd5 Bf6 dxc6 Bxc6 Bh6 Rf7 Bc4 d5 Ba2 Qe8 O-O f4 Re1 Qd7 Bxf4 Nf5 Be5 h5 Bxf6 Rxf6 Ne5 Qc7 Rc1 Raf8 Bxd5+ Kh7 Rxc6 Qg7 Rxf6 Rxf6 Nef3 g5 Be4 Kh6 Bxf5 Rxf5 Re6+ Kh7 Qc2 g4 Qxf5+ Kh8 Re8+ Qg8 Qxh5+ Kg7 Qg5+ Kf7 Qxg8+ Kf6 Qf8+ Kg6 Re6+ Kh5 Qf5#,A40,Modern Defense,2.0,118.13533333333334
265,jgwPd00W,1.0,23.0,resign,white,15+1,juansnow,1549.0,geostarsofy,1664.0,d4 d5 c4 dxc4 Nc3 e6 a3 Nf6 Bg5 h6 Bh4 g5 Bg3 Nc6 Nb5 Nd5 e4 Nf4 d5 exd5 exd5 Qxd5 Nxc7+,D20,Queen's Gambit Accepted,4.0,104.00916666666667
266,pK112Mix,1.0,51.0,outoftime,white,10+0,rapsus,1697.0,charzi,1558.0,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 d4 Be7 Nxf7 Kxf7 dxe5 Be6 O-O Nxe5 Qh5+ Ng6 f3 Bc5+ Kh1 Qe7 Bxd5 Bxd5 Qxd5+ Ke8 Bg5 Rd8 Qxd8+ Qxd8 Bxd8 Kxd8 Nc3 Re8 Rad1+ Kc8 Rfe1 Rf8 Ne4 Bb6 c4 Rf5 b4 c6 Nd6+ Kb8 Nxf5 Bc7 Re8+,C57,Italian Game: Two Knights Defense |  Lolli Attack,11.0,124.0105
267,XL0qQ3Z3,1.0,108.0,draw,draw,5+5,donobtuso,1857.0,maximusod,1763.0,d4 c5 dxc5 b6 cxb6 Nf6 bxa7 Rxa7 Be3 Rc7 c3 Rc6 Bd4 d5 Nf3 Bf5 Bxf6 gxf6 e3 e5 Be2 Qb6 Qd2 Bh6 O-O Rg8 g3 Bg4 Qxd5 Qxb2 Nbd2 Qxc3 Rac1 Qxc1 Rxc1 Rxc1+ Kg2 Be6 Bb5+ Nd7 Bxd7+ Bxd7 Ne4 Bg7 Nd6+ Ke7 Nb7 Rgc8 Qd6+ Ke8 a4 R1c6 Qd3 f5 Nd6+ Kd8 Nxc8 e4 Qd5 exf3+ Kxf3 Rxc8 Qxf7 Bc6+ Ke2 Be5 Qf8+ Be8 Qxf5 Rc2+ Kd1 Bxa4 Qxc2 Bxc2+ Kxc2 Ke7 Kd3 Ke6 Ke4 Bd6 f3 Be7 f4 Kf6 h3 Bc5 g4 Kg6 Kf3 h6 e4 Kf6 h4 Kg6 f5+ Kf6 g5+ hxg5 hxg5+ Kxg5 Ke2 Kf4 Kd3 Ke5 Kc4 Kxe4 Kxc5 Kxf5,A43,Benoni Defense: Cormorant Gambit,4.0,153.0035
268,SitO3W0e,1.0,69.0,mate,white,15+0,ponchic,1631.0,vladimir-kramnik-1,1698.0,e4 e6 f4 d5 e5 c5 Nf3 Nc6 Bb5 a6 Bxc6+ bxc6 O-O Ne7 d4 Nf5 c3 Qb6 Kh1 cxd4 cxd4 c5 dxc5 Bxc5 Nc3 O-O Na4 Qc7 Nxc5 Qxc5 g4 Ne3 Bxe3 Qxe3 Qd2 Qc5 Rac1 Qe7 Rc2 f6 Rfc1 fxe5 Nxe5 Bb7 Kg1 Rac8 Qf2 Rxc2 Rxc2 Rc8 g5 Qb4 Rxc8+ Bxc8 Qc2 Qd4+ Kg2 Bb7 Qc7 Qxb2+ Kh3 Qa3+ Kh4 Qb4 Qf7+ Kh8 Qe8+ Qf8 Qxf8#,C00,French Defense: La Bourdonnais Variation,3.0,220.388
269,PYhyYsAQ,1.0,41.0,draw,draw,10+8,gianiarch,1771.0,maiden07,1500.0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Qb6 Nxc6 Qxc6 Bd3 Nf6 O-O Nxe4 Bxe4 Qxe4 Re1 Qc6 Nc3 b6 Qe2 Bb7 f3 e6 Qe5 Bc5+ Kh1 O-O Qg3 d5 Bh6 Bd4 Rad1 Bxc3 bxc3 Qxc3 Re5 g6 Bxf8 Rxf8 Re2,B32,Sicilian Defense: Godiva Variation,8.0,62.70333333333333
270,bUpDYr3A,1.0,14.0,resign,white,10+0,fitricter,1653.0,cutiepanda,1566.0,e3 e5 b3 Nc6 Bb2 Nf6 Bb5 d5 Bxc6+ bxc6 Bxe5 Qe7 Bg3 Qd7,A01,Nimzo-Larsen Attack: Modern Variation #4,5.0,10.072666666666667
271,Q7XGscXE,1.0,55.0,resign,white,10+0,skayb,1825.0,svindled,1232.0,d4 e6 Bf4 Nf6 Nc3 d5 Qd3 c5 dxc5 Bxc5 e4 Qb6 O-O-O Nxe4 Nxe4 dxe4 Qxe4 O-O Nf3 Nd7 Ng5 Nf6 Qf3 Bxf2 Bd3 Bd4 c3 Bc5 Ne4 Be7 Be3 Qa5 Nxf6+ Bxf6 a3 b5 Qh3 g6 Bd4 Bxd4 cxd4 b4 Bc2 bxa3 Qxa3 Qg5+ Kb1 Bd7 g3 Rfc8 h4 Qxg3 Qxg3 Rc7 Qxc7,A40,Horwitz Defense,2.0,83.417
272,zmsM9oJU,0.0,56.0,resign,black,25+15,professional_bot,1711.0,totonut,1778.0,d4 d5 c4 Nf6 cxd5 Nxd5 e4 Nb6 Nf3 g6 Be2 Bg7 O-O Nc6 Be3 Bg4 Nc3 Bxf3 Bxf3 Bxd4 Bxd4 Nxd4 Qc1 Nxf3+ gxf3 c6 Qh6 Qc7 Rfd1 Rd8 h4 Nc4 b3 Rxd1+ Rxd1 Ne5 Kg2 Qa5 Qg7 Rf8 Na4 Nxf3 Qxh7 Ne5 h5 Qb4 f3 gxh5 Qxh5 Rg8+ Kf1 Qb5+ Kf2 Nd3+ Ke3 Qxh5,D06,Queen's Gambit Refused: Marshall Defense,4.0,368.02883333333335
273,VraReboP,1.0,66.0,outoftime,black,6+5,thecastle,1743.0,farshid_51,2134.0,Nf3 d5 b3 Nd7 e3 e5 Nc3 c6 Bb2 e4 Nd4 Ngf6 Be2 Ne5 O-O Bd6 d3 exd3 cxd3 O-O Rc1 Re8 Na4 Bb8 a3 Qd6 h3 Nxd3 Nf3 Nxc1 Qxc1 Ne4 Qa1 Qg6 Kh1 f6 Qc1 Be6 Ba1 Bd6 Bd4 Qh6 b4 Bxh3 gxh3 Qxh3+ Kg1 Ng5 Ne5 Bxe5 Bxe5 fxe5 Qd1 e4 Bg4 Nf3+ Qxf3 exf3 Bxh3 Re5 Nc5 h5 Nxb7 g5 Bd7 g4,A06,Nimzowitsch-Larsen Attack,3.0,135.74933333333334
275,ASfwSqxx,1.0,53.0,resign,white,10+0,elprofe,1757.0,peterqiu,1746.0,e4 e5 Nf3 Nc6 c3 Nf6 d3 d6 d4 exd4 cxd4 Nxe4 d5 Ne7 Qa4+ c6 Qxe4 cxd5 Qc2 Bf5 Qb3 Qa5+ Bd2 Qb6 Be2 Qxb3 axb3 Ng6 Nc3 Be4 O-O h5 Ng5 f6 Ngxe4 dxe4 Nxe4 f5 Ng5 h4 Bd3 Ne7 Rfe1 O-O-O Rxa7 Kb8 Rea1 Nd5 Ra8+ Kc7 Ne6+ Kd7 Nxd8,C44,Ponziani Opening: Jaenisch Counterattack,6.0,73.9335
276,VvoFXfsI,1.0,29.0,resign,white,7+2,rb52,1989.0,farshid_ghasemi,1653.0,d4 d5 c4 c6 Nc3 dxc4 a4 Bf5 e3 e6 Bxc4 Nf6 Nf3 Bb4 O-O Bxc3 bxc3 Ne4 Qb3 Nd6 Be2 O-O Ba3 Re8 Ne5 Ne4 Qxb7 Qg5 Qxf7+,D19,Queen's Gambit Declined: Slav |  Dutch Variation,15.0,52.60933333333333
277,IJeOuv9I,1.0,49.0,mate,white,10+0,stevenemily,1446.0,aerosolpaint,1317.0,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Bb4 a3 Bxc3 dxc3 d5 exd5 Nxd5 Bxd5 Bg4 Qe2 Qe7 O-O Bxf3 Qxf3 O-O Bxc6 bxc6 Qxc6 Rad8 Be3 e4 Rad1 Rxd1 Rxd1 Rd8 Re1 h6 Qc5 Qd7 h3 a5 Qe5 Qc6 Qg3 a4 Qh4 Re8 Qg3 Qc4 Bd4 e3 Qxg7#,C46,Four Knights Game: Italian Variation,7.0,40.86
278,ToODUZJO,1.0,152.0,resign,black,20+15,lodzianin,1972.0,asghar70,2010.0,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Nc6 Bc4 Bg7 c3 Nf6 O-O O-O Nxc6 bxc6 e5 Ne8 Bg5 Bxe5 Re1 Bf6 Bh6 Ng7 Nd2 d5 Bb3 Re8 Qf3 Nf5 Qf4 e5 Qa4 Nxh6 Qxc6 Be6 Rad1 Rc8 Qa6 Qb6 Qd3 Red8 Kh1 Ng4 Rf1 Nxf2+ Rxf2 Qxf2 Rf1 Qh4 Nf3 Qh6 Qe2 Bg4 Qf2 e4 Nd4 Rd6 Bxd5 Rxd5 Qxf6 Rd7 Nc6 Re8 Ne5 Re6 Nxd7 Rxf6 Nxf6+ Kg7 Nxg4 Qd2 Ne5 f5 g4 f4 g5 f3 Nxf3 exf3 Rxf3 Qxg5 Rf2 Qd5+ Kg1 Qxa2 Re2 Kh6 Kf2 Qf7+ Ke3 g5 Rf2 Qe6+ Kd3 Kh5 c4 h6 b3 Kh4 Re2 Qd6+ Kc3 h5 b4 a6 c5 Qc6 Rd2 g4 Rd6 Qf3+ Kc4 Qe2+ Kd5 Qxh2 c6 g3 c7 Qh1+ Ke5 Qb7 Rd4+ Kh3 Kd6 Qb6+ Ke7 Qxc7+ Rd7 Qxd7+ Kxd7 g2 Kc7 g1=Q Kb7 Qg6 Ka7 h4 b5 axb5 Kb7 b4 Kc7 b3 Kd7 b2 Kd8 Qf7 Kc8 Qe7 Kb8 b1=Q+,B36,Sicilian Defense: Accelerated Dragon,8.0,574.095
279,k4lBZKag,1.0,112.0,outoftime,black,10+0,unluckypawn,1460.0,gkhnkrdmr,1427.0,d4 Nf6 Bf4 g6 e3 Bg7 h3 O-O Nf3 d6 Be2 Nbd7 O-O Qe8 c4 e5 dxe5 dxe5 Bh2 Qe7 Nc3 c6 Nd2 Ne8 Nde4 f5 Ng3 Nc7 Bd3 Nb6 e4 fxe4 Ngxe4 Be6 b3 Rad8 Qe2 Nc8 Nd2 Qg5 Nf3 Qh5 Bxe5 Bxe5 Nxe5 Qg5 Nf3 Qf4 Qe4 Qxe4 Bxe4 Ne7 Rad1 Rxd1 Rxd1 Bf5 Re1 Bxe4 Rxe4 Nf5 Nh4 Nxh4 Rxh4 Ne6 Re4 Ng5 Re7 Rb8 Ne4 Nxe4 Rxe4 b6 Kf1 a5 a4 Rd8 Re3 Rd4 f3 b5 axb5 cxb5 cxb5 Rb4 Re8+ Kg7 Re7+ Kh6 Rb7 Rxb3 b6 a4 Ra7 a3 b7 Rb1+ Kf2 Rb2+ Kg3 Rb3 Ra8 Rxb7 Rxa3 Rb2 Re3 Kg5 h4+ Kh5 Re5+ Kh6 Kg4 Kg7,A45,Indian Game,2.0,204.38166666666666
280,iwZooNfV,1.0,47.0,mate,white,180+0,knucklehead88,1374.0,abdiellopez4,1129.0,d4 e5 e3 Bb4+ Bd2 Be7 dxe5 d6 Bc3 f6 exf6 gxf6 Bd3 Na6 Qf3 Nc5 a3 Nxd3+ cxd3 Bd7 d4 b5 Qg3 f5 Qg7 Bf8 Qxh8 Bh6 Qxg8+ Ke7 Qxh7+ Ke6 Qxh6+ Kd5 Qf4 b4 Bxb4 Ba4 Qf3+ Kc4 Qe2+ Kb3 Qd3+ Kxb2 Bc3+ Kc1 Qd2#,A40,Englund Gambit Declined |  Reversed French,3.0,81.82716666666667
281,iva8Cwfj,1.0,82.0,resign,black,10+0,atakule,1705.0,yellow_dragon,1874.0,e4 c6 Nf3 d5 exd5 cxd5 d4 Bg4 Be2 Nc6 Nc3 e6 a3 Qb6 O-O Bxf3 Bxf3 Nxd4 Be3 Nxf3+ Qxf3 d4 Na4 Qa6 Bxd4 Qxa4 Qxb7 Rd8 Qxa7 Qxd4 Qxd4 Rxd4 a4 Bc5 a5 Nf6 a6 O-O a7 Ra8 c3 Rd7 b4 Bb6 c4 Rdxa7 Rxa7 Rxa7 c5 Bxc5 bxc5 Rc7 Rd1 h6 Rc1 Nd7 Kf1 Rxc5 Rxc5 Nxc5 Ke2 Kf8 Ke3 Ke7 Kd4 Nd7 f4 f5 h3 Kd6 g4 fxg4 hxg4 Nf6 g5 hxg5 fxg5 e5+ Ke3 Nh7 g6 Nf8,B10,Caro-Kann Defense,2.0,67.03633333333333
283,hKwPj8Go,1.0,76.0,mate,black,10+0,the-hacker,1284.0,jeepitou,1639.0,d4 Nf6 Nc3 g6 e4 Bg7 Nf3 d6 Be3 O-O Bd3 Ng4 Qd2 Nc6 O-O-O e5 dxe5 dxe5 Qe2 Nxe3 Qxe3 Qe7 Rhe1 Be6 b3 Bg4 Be2 Bxf3 Bxf3 Qh4 g3 Qf6 Re2 Nd4 Red2 c5 Nb1 Rfc8 c3 Nb5 Bg4 Re8 Bd7 Nxc3 Qxc3 Red8 Bb5 Bh6 Qxc5 Rac8 Qxc8 Rxc8+ Bc4 b5 Kc2 Bxd2 Rxd2 bxc4 bxc4 Rxc4+ Nc3 Qf3 Rd8+ Kg7 Rd3 Qxf2+ Kb3 Rc7 Nd1 Qb6+ Ka4 Rc5 Rd5 Rc4+ Ka3 Qb4#,B08,Pirc Defense: Classical Variation,8.0,131.43933333333334
284,XNMbvz8v,1.0,70.0,mate,black,10+0,superhero098,1997.0,miqomanukyan2001,1480.0,e4 e5 d4 exd4 Qxd4 Nc6 Qe3 b6 Bd3 Bc5 Nc3 Bxe3 Bxe3 d6 O-O-O Nf6 h3 Be6 Be2 Ne5 f4 Nc4 Bd4 O-O e5 Nd7 exd6 cxd6 Nf3 Qc7 Ng5 h6 Nge4 Nc5 Ng3 Rad8 f5 d5 Bf2 Qf4+ Kb1 Qxf2 fxe6 Qxg3 Nxd5 fxe6 Ne7+ Kf7 Nc6 Rxd1+ Rxd1 Ne3 Rc1 Rc8 Nd4 Qf2 Bf3 e5 Nb5 e4 Nd6+ Kf8 Bh5 Rc6 Nb5 Nd3 Rh1 Qxc2+ Ka1 Qxb2#,C22,Center Game: Paulsen Attack Variation,7.0,52.45133333333333
285,bRxUpQxY,1.0,59.0,resign,black,5+8,pascalettoni,1604.0,zapala,1533.0,e4 e5 Bc4 Nf6 Nf3 Nxe4 Bxf7+ Kxf7 Nxe5+ Kg8 Nf7 Qf6 f3 Qxf7 fxe4 Qe6 d3 Be7 O-O Bd6 Bf4 Bxf4 Rxf4 Qb6+ Kh1 d6 b3 Qd4 Nd2 Nc6 Qf1 Be6 Nf3 Qc3 Rc1 Ne5 Nxe5 dxe5 Rf3 Qa5 a4 g6 h3 b5 axb5 Qxb5 Rf6 Qd7 Qf3 Qe7 Rf1 Kg7 Rxe6 Qxe6 c4 Rhf8 Qe2 Rxf1+ Qxf1,C42,Russian Game: Urusov Gambit,5.0,111.83583333333333
286,X9yJHgjy,1.0,56.0,outoftime,black,15+15,1111112222,1502.0,steelviper,1500.0,d4 Nf6 Nc3 g6 e4 d6 Bg5 Bg7 e5 dxe5 dxe5 Qxd1+ Raxd1 Nfd7 e6 fxe6 Bc4 Ne5 Bb3 Rhf8 Nh3 Nbc6 O-O a6 Ne4 Na5 c3 Nec4 Bxc4 Nxc4 b3 Nd6 Nc5 b6 Nd3 Bxc3 Rdc1 Bg7 Rxc7 Bd7 Bf4 Kd8 Ne5 Kxc7 Rc1+ Kd8 Nxd7 Kxd7 Bxd6 exd6 Ng5 Bh6 h4 Bxg5 hxg5 Rac8,B07,Pirc Defense: Byrne Variation,7.0,318.7683333333333
287,pgGxkOch,1.0,88.0,draw,draw,10+0,yuliliyn,1401.0,thegasmask,1373.0,f4 c5 e4 Nc6 Nf3 f6 c3 e5 Bc4 Nge7 d3 exf4 Bxf4 f5 O-O Na5 Ne5 Nxc4 Nxc4 Ng6 Nd6+ Bxd6 Bxd6 b6 exf5 Qf6 fxg6 Qxd6 gxh7 Bb7 Qh5+ Kd8 Qg5+ Kc7 Nd2 Rxh7 Ne4 Qxh2+ Kf2 Rf8+ Ke2 Rxf1 Rxf1 Qh5+ Qxh5 Rxh5 Rf7 Bxe4 dxe4 g5 e5 g4 e6 Re5+ Kd3 Rxe6 Rg7 Rd6+ Kc2 c4 Rxg4 b5 a4 a6 axb5 axb5 Rg8 Rd3 g4 d5 Rg7+ Kd8 Rb7 Rg3 Rxb5 Rxg4 Rxd5+ Kc7 Rd4 Rxd4 cxd4 Kd6 Kc3 Kd5 b4 cxb3 Kxb3 Kxd4,B21,Sicilian Defense: McDonnell Attack,3.0,106.01166666666667
288,44qxPzsV,1.0,137.0,resign,white,10+0,amithchess,1479.0,ark85,1497.0,e4 d5 exd5 Qxd5 Nc3 Qe6+ Be2 Nc6 Nf3 Nf6 O-O g6 Re1 Bg7 Bb5 Qd6 d3 O-O Bxc6 Qxc6 Nd4 Qc5 Be3 Ng4 Ne6 Nxe3 Nxc5 Nxd1 Raxd1 Bxc3 bxc3 b5 Ne4 a5 Re3 b4 Kf1 a4 cxb4 a3 Ng5 h6 Nf3 Be6 c4 Ra4 Rb1 Rb8 b5 c6 Re5 cxb5 Rexb5 Rxb5 Rxb5 Ra7 Nd4 Rd7 Rb8+ Kh7 Nxe6 fxe6 Rb3 Ra7 c5 Kg7 Ke2 Kf8 Kd2 Ke8 Kc3 Kd7 Kd4 Kc6 Rb6+ Kc7 Kc4 Ra4+ Rb4 Ra5 d4 Kc6 Rb6+ Kd7 Kb4 Ra7 c6+ Kc7 Kb5 g5 g3 h5 f4 gxf4 gxf4 h4 Kc5 Ra5+ Rb5 Rxb5+ Kxb5 h3 Kc5 Kc8 d5 exd5 Kxd5 Kc7 Ke6 Kxc6 Kxe7 Kd5 f5 Kc4 f6 Kc3 f7 Kb2 f8=Q Kxa2 Qf3 Kb2 Qxh3 a2 Qh8+ Kb1 Qb8+ Kc2 Qc7+ Kb2 Qe5+ Kb1 h4 a1=Q Qxa1+ Kxa1 h5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4.0,113.8595
289,7MLLt4gR,0.0,94.0,resign,black,8+0,amir021021021,1336.0,redevening,1372.0,e3 e6 b3 Nf6 c4 d5 h3 Bb4 Bb2 O-O Qf3 c5 Bxf6 Qxf6 Qxf6 gxf6 a3 Ba5 Bd3 Bc7 f4 e5 g3 exf4 gxf4 Kh8 Nc3 d4 Nd5 Bd8 O-O-O dxe3 Nxe3 Nc6 Nf3 Nd4 Nxd4 cxd4 Nd5 Rg8 h4 Bg4 Rdg1 Bf3 Rxg8+ Kxg8 Rg1+ Kh8 Kc2 f5 Bxf5 Bxh4 Kd3 Bxd5 cxd5 Rd8 Kxd4 Bf6+ Kc5 b6+ Kc6 Bd4 Rg5 Bc5 b4 Rd6+ Kc7 Rxd5 bxc5 Rxc5+ Kd6 h6 Rh5 Kg7 Ke7 Rc7+ Kd6 Rc5 Kd7 Kf6 Kd6 Rxf5 Rxf5+ Kxf5 d4 Kxf4 d5 Ke4 a4 h5 Ke7 Kxd5 Kxf7 h4,A00,Van't Kruijs Opening,1.0,82.26533333333333
290,twszsl57,1.0,40.0,resign,black,25+0,andreas00,1160.0,ajji58,1303.0,e3 d5 Qh5 c6 Qf3 g6 Qd1 Nf6 d3 Bg4 Nf3 Bxf3 gxf3 e6 Be2 Bb4+ Nc3 Bxc3+ bxc3 Nbd7 Bd2 Qb6 a3 O-O-O h3 Nc5 Rab1 Qa5 Rb4 Qxa3 Qb1 Qa5 d4 Ncd7 Rxb7 Qa6 Qb4 Qxb7 Qxb7+ Kxb7,A00,Van't Kruijs Opening,1.0,130.74333333333334
291,JDtzgTIh,1.0,36.0,resign,black,8+5,masquerade,1816.0,sidik,1995.0,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bc4 e6 Bb3 Be7 Be3 b5 a3 O-O f4 Bb7 Qf3 Nbd7 O-O Nc5 Qh3 Nfxe4 Nxe4 Bxe4 Ba2 Bf6 c3 Qc7 Ne2 Bd3 Rf2 Ne4,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11.0,53.20766666666667
292,CjDZmZn9,1.0,42.0,resign,black,10+0,abohadi15,1505.0,archimedes3000,1907.0,e4 c6 Nf3 d5 exd5 cxd5 d4 Bg4 Nc3 Nf6 Bb5+ Nc6 Bxc6+ bxc6 Bg5 e6 Bxf6 Qxf6 h3 Bh5 Qd3 Bd6 Qd2 Bxf3 gxf3 Qxf3 Rf1 Rb8 Nd1 a5 a3 Qe4+ Ne3 Rxb2 O-O-O Bxa3 Qxa5 Rxc2+ Kb1 Rc5+ Ka2 Rxa5,B10,Caro-Kann Defense,2.0,76.33516666666667
293,v3w7dl0t,1.0,75.0,outoftime,white,7+11,gabrielvictor,1459.0,totti,1500.0,e4 e5 Qh5 g6 Qxe5+ Qe7 Qxh8 f6 d3 Qg7 Qxg7 Bxg7 Nf3 g5 Be2 g4 Nh4 h5 Bxg4 Nh6 Bxh5+ Kf8 Ng6+ Kg8 Ne7+ Kf8 Nxc8 Na6 Bxh6 Bxh6 Bg4 Rxc8 Bxd7 Rd8 Bf5 b5 Nc3 c6 a4 b4 Ne2 c5 Be6 Rd6 Bc4 Nc7 f4 a5 Ng3 Bxf4 Nf5 Rd7 g3 Be3 Nxe3 Ke7 Nf5+ Kd8 h4 Kc8 h5 Kd8 h6 Kc8 h7 Rxh7 Rxh7 Ne8 Be6+ Kd8 Rh8 b3 Bxb3 c4 Bxc4,C20,King's Pawn Game: Wayward Queen Attack,3.0,174.9465
294,AhtiZ6Tc,0.0,17.0,resign,white,10+0,sesini,1427.0,thefrenchtactics,1365.0,Nf3 e6 d4 d5 c4 Nf6 Bg5 b6 Bxf6 Qxf6 Qa4+ Bd7 Qb3 c5 cxd5 exd5 Qxd5,D30,Queen's Gambit Declined: Traditional Variation,7.0,24.788833333333333
295,iTyqXQZT,1.0,142.0,mate,black,7+3,die_uhr,1808.0,esequibo-venezuela,1914.0,d4 d5 c4 dxc4 Nf3 c6 Nc3 Bg4 h3 Bxf3 gxf3 e6 e4 Bb4 Bxc4 Ne7 Qb3 Bxc3+ bxc3 Qc7 f4 a5 a4 Nd7 e5 Rb8 Ba3 Nf5 Bd3 Qb6 Qxb6 Nxb6 Bxf5 exf5 Bd6 Rd8 Bc7 Nd5 Bxd8 Kxd8 Rb1 Kc7 Kd2 Nxf4 Rh2 g6 c4 Re8 h4 Nh5 Ke3 f6 f4 Ng3 Kf3 Ne4 exf6 Nxf6 Re2 Ne4 Rc1 Rd8 Rd1 Nc3 Re7+ Kb6 c5+ Ka6 Rd3 Nxa4 Rb3 Rxd4 Rbxb7 Nxc5 Ra7+ Kb5 Rxh7 a4 h5 gxh5 Rxh5 Kb4 Rxf5 Nb3 Re5 a3 Rb7+ Ka4 Re4 Rxe4 Kxe4 a2 Ra7+ Na5 f5 a1=Q Kf4 Qd4+ Kg5 Qxa7 f6 c5 Kg6 c4 f7 Qc5 Kg7 c3 f8=Q Qxf8+ Kxf8 c2 Kf7 c1=R Kg6 Rf1 Kg5 Kb5 Kg4 Kc4 Kg3 Rf8 Kg4 Kd5 Kg5 Ke6 Kg4 Ke5 Kg3 Ke4 Kg2 Ke3 Kg1 Ke2 Kh1 Rg8 Kh2 Kf3 Kh1 Kf2 Kh2 Rh8#,D21,Queen's Gambit Accepted: Normal Variation,5.0,168.93566666666666
