,id,rated,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,game_time
1758,874a9mmN,True,28,resign,black,15+15,jrock98,1561,mrjv,1557,e4 e6 Nf3 d5 e5 d4 c3 c5 d3 Nc6 Bf4 Nge7 Nbd2 Nd5 c4 Nxf4 Ne4 Qa5+ Ned2 Ng6 Qe2 Nb4 Nb3 Qc7 h4 Nc6 Nxc5 Bxc5,C00,French Defense: Knight Variation,3,985183
1759,QurxyQkA,True,73,mate,white,15+1,moon50,1409,taranga,1297,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 d6 a3 Na5 Ba2 Bg4 O-O Nf6 h3 Bh5 Re1 Be7 d3 O-O Nc3 h6 Nd5 c6 Nxf6+ Bxf6 d4 exd4 Qd2 c5 e5 dxe5 Nxe5 Bxe5 Rxe5 Bg6 Rxc5 Rb8 Rd5 Qe7 Rxd4 Rbd8 Rxd8 Rxd8 Qxa5 Rd1+ Kh2 Qd6+ g3 Qd7 Qxa6 Bxc2 Qa8+ Kh7 Qf3 Qd4 Be3 Qd3 Rxd1 Bxd1 Qxf7 Qc2 Qg8+ Kg6 Bf7+ Kf6 Bd4+ Kg5 Qxg7+ Kf5 Qg6#,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8,794449
1760,hpV05UJr,True,70,mate,black,15+0,speedey,1328,viktorr,1467,e4 e5 Nf3 Nc6 Bb5 Nf6 Bxc6 dxc6 d4 exd4 Nxd4 Nxe4 Qe2 Qxd4 f3 Bf5 Nc3 O-O-O fxe4 Bb4 exf5 Rde8 Be3 Rxe3 Rd1 Rxe2+ Kxe2 Qe5+ Kf3 Bxc3 bxc3 Qxc3+ Ke4 Qxc2+ Ke5 Re8+ Kf4 Qe4+ Kg5 f6+ Kh5 Qxf5+ Kh4 Qg5+ Kh3 Re3+ g3 Qh6+ Kg2 Re2+ Kf3 Rxa2 Rhe1 b6 Re8+ Kb7 Rdd8 Ra3+ Kg4 Qg5+ Kh3 Qf5+ Kg2 Ra2+ Kg1 Qb1+ Rd1 Qxd1+ Re1 Qxe1#,C65,Ruy Lopez: Berlin Defense #2,6,467127
1761,M9g57In8,True,31,draw,draw,5+8,astronautearl101,1399,cutthecrete,1381,e4 c5 d3 Nc6 Nc3 a6 b3 Nf6 g4 h6 h3 d6 d4 cxd4 Qxd4 Nxd4 e5 Ng8 Bd3 dxe5 Rh2 Bd7 Rg2 Bc6 Rg3 Nf6 Re3 b5 Rxe5 Qd6 Rh5,B20,Sicilian Defense,2,325196
1762,XB4FOuZw,True,53,resign,white,15+0,agayet,1536,mathu21345,1522,e4 e5 Nf3 Nc6 Bc4 Be7 O-O Nf6 Ng5 O-O d3 h6 Nf3 d6 Nh4 Nd4 Ng6 Re8 c3 Nc6 Qb3 d5 exd5 Na5 Qb5 Nxc4 dxc4 Bd7 Qxb7 fxg6 Nd2 Bc5 Qb3 Rf8 Nf3 Qe8 Nh4 Ba4 Qb7 Qd7 b4 Rab8 Qa6 Bb6 Nxg6 Rf7 Nxe5 Qe8 Nxf7 Kxf7 b5 Bc2 Bf4,C50,Italian Game: Hungarian Defense,6,1052764
1763,14g5dJU8,True,23,resign,white,9+0,sldnk51,1695,wojand,1588,e4 e5 f4 exf4 Nf3 g5 Bc4 d6 O-O g4 Nd4 Bg7 c3 f3 gxf3 gxf3 Qxf3 Qg5+ Kh1 Nf6 d3 Nbd7 Bxg5,C37,King's Gambit Accepted |  King's Knight Gambit,7,193759
1764,UkIkOmsC,False,33,resign,white,7+2,seyen,1624,great-mate-super-gre,1620,e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 Nc6 Qf3 Nf6 e5 Nxe5 Bxe5 Bb4+ Bc3 Bxc3+ Nxc3 O-O Nge2 c5 O-O Qc7 Nb5 Qb6 a4 Rfe8 a5 Qc6 Qxc6 dxc6 Nc7,C21,Danish Gambit Accepted,9,318156
1765,is5BCFhy,True,11,resign,white,60+0,erikweisz,1363,oldpaths,1559,d4 Nf6 c4 e6 Nc3 Bb4 Bd2 O-O a3 Ba5 b4,E20,Nimzo-Indian Defense,6,264413
1766,hBHbsLLa,True,81,mate,white,7+4,1240100948,1704,chesssystem,1551,d4 Nf6 h3 d5 Bf4 e6 e3 c5 dxc5 Bxc5 a3 O-O Nf3 h6 Be2 Nc6 O-O Re8 b4 Bb6 c4 a6 c5 Ba7 Nd4 Bd7 Bh2 Ne4 Bf3 Ng5 Nd2 Nxf3+ N2xf3 Rb8 Bxb8 Bxb8 Nxc6 bxc6 Ne5 Qc7 Nf3 g5 g3 e5 Kg2 Qc8 Rh1 e4 Nd4 h5 Qxh5 Re5 Raf1 Qc7 Qe2 Qd8 h4 Qf6 hxg5 Rxg5 Rh4 Kg7 Rfh1 Kf8 Rh8+ Ke7 R1h6 Qe5 R8h7 Rxg3+ fxg3 Qxg3+ Kf1 Bg4 Qg2 Qxe3 Nxc6+ Kd7 Qxg4+ Kc7 Rxf7#,A45,Indian Game,2,972118
1767,h3XzuSth,True,33,resign,white,10+0,vkrish,1469,valeferreyra11,1438,d4 d5 c4 dxc4 e4 b5 Nf3 Nf6 Nc3 Bd7 Bf4 e6 Ne5 Bb4 Nxd7 Bxc3+ bxc3 Qxd7 f3 O-O Be2 Nc6 O-O Nh5 Be3 Qd6 f4 Nf6 e5 Qa3 exf6 Qxc3 Bf2,D20,Queen's Gambit Accepted: Central Variation |  Greco Variation,6,255939
1768,J8t6BihJ,True,113,resign,white,5+5,rodrigowski19,1174,prstosjek,1210,e4 e6 Bc4 d5 exd5 exd5 Bb3 c6 Nc3 Nf6 Nf3 Bc5 d4 Bb4 a3 Bxc3+ bxc3 Ne4 Bf4 Nxf2 Kxf2 h6 Bxb8 Rxb8 Qe1+ Be6 Rf1 O-O Kg1 Qc7 Ne5 f6 Nf3 Rbe8 Rf2 Bg4 Qd1 Bxf3 Rxf3 Re7 c4 dxc4 Bxc4+ Kh8 d5 cxd5 Qxd5 Rfe8 Rff1 Qb6+ Kh1 Qb2 Qd3 a6 Kg1 b5 Bd5 Rd7 Rae1 Rxe1 Rxe1 Rd8 c4 bxc4 Qxc4 Qxa3 Bf7 Qd6 Re8+ Rxe8 Bxe8 Qd1+ Kf2 Qd2+ Qe2 Qxe2+ Kxe2 g5 g3 a5 h4 Kg7 hxg5 hxg5 Bh5 Kh6 Be8 f5 Bd7 Kg6 Kf3 Kf6 Bb5 Ke5 Ba4 Kd4 Bd7 Kc4 Bxf5 Kb4 Kg4 a4 Be6 a3 Kxg5 Kc3 g4 Kb2 Kf5 a2 Bxa2 Kxa2 g5,C00,French Defense #2,2,1184263
1769,HNgYB846,True,75,resign,white,10+0,thecastle,1743,bolagasinovb,1738,e4 e5 Nf3 Nc6 Bb5 Nge7 O-O a6 Bxc6 Nxc6 d4 exd4 Nxd4 Nxd4 Qxd4 Qf6 Qxf6 gxf6 Nc3 Bd6 Nd5 Be5 Bh6 c6 Nb6 Rb8 c3 Rg8 Rfe1 d6 Nxc8 Rxc8 f4 Rg6 fxe5 Rxh6 exd6 Kd7 Rad1 Re8 b3 Rh4 Rf1 Re6 Rd4 Rh5 Rb4 b5 Rd4 Rhe5 a4 c5 Rd5 Rxd6 Rxe5 fxe5 Rxf7+ Ke6 Rxh7 Rd3 Rh6+ Kd7 Rxa6 Rxc3 axb5 Rxb3 Ra7+ Kd6 Ra6+ Kc7 Rc6+ Kd7 Rxc5 Rb4 Rxe5,C60,Ruy Lopez: Cozio Defense,6,792223
1770,DR5fF0zz,True,70,mate,black,10+10,blforzainter,1281,flashundtibbers,1427,e4 e5 Nf3 Nc6 Bb5 Nf6 Nc3 a6 Ba4 Bc5 O-O d6 Bxc6+ bxc6 d4 exd4 Nxd4 Bxd4 Qxd4 c5 Qc4 Be6 Qa4+ Bd7 Qa5 O-O Re1 Re8 f4 d5 exd5 Rxe1+ Kf2 Re8 Qxc5 Ng4+ Kg3 a5 d6 cxd6 Qd5 h6 Nb5 Bxb5 Qxb5 Nf6 c4 d5 Bd2 dxc4 Bxa5 Rxa5 Qxc4 Re3+ Kf2 Qd2+ Qe2 Qxe2+ Kg1 Rxa2 Rf1 Rxb2 f5 Rd2 g4 Rd1 h4 Qxf1+ Kh2 Qf2#,C77,Ruy Lopez: Morphy Defense |  Tarrasch Variation,9,693537
1771,dTMpzAr1,True,86,resign,black,10+0,namreh21,1813,gjdgjdfj,1796,c4 f5 Nc3 Nf6 g3 g6 Bg2 Bg7 Nf3 d6 d4 O-O O-O Nc6 d5 Ne5 Nxe5 dxe5 f4 e4 e3 e6 Qb3 exd5 cxd5 a6 Rd1 Qd6 h3 Nh5 Kh2 Rd8 Bd2 b5 Be1 Bb7 Rd4 Bxd4 exd4 Nf6 Bf1 Nxd5 Nxd5 Bxd5 Qd1 Bf7 Bf2 c5 a4 cxd4 axb5 axb5 Rxa8 Rxa8 Qxd4 Qxd4 Bxd4 Bc4 Bxc4+ bxc4 Bc3 Kf7 Kg2 Ke6 Kf2 Rd8 g4 Rd3 Kg2 Rf3 Bd2 Kd5 g5 Kd4 Bc3+ Rxc3 bxc3+ Kxc3 Kf2 Kd2 Kf1 c3 h4 c2 h5 c1=Q+,A89,Dutch Defense: Leningrad Variation |  Matulovic Variation,14,662975
1772,1jPH6acJ,True,102,mate,black,10+0,marudud,1716,gambitsforlife,1661,e4 e5 d4 exd4 c3 d6 Bc4 Nf6 cxd4 Nc6 d5 Ne5 Nf3 Nxc4 Qa4+ Bd7 Qxc4 a6 a4 b5 axb5 Bxb5 Qd4 Qe7 Bg5 Qxe4+ Qxe4+ Nxe4 Na3 Rb8 Nxb5 Rxb5 O-O Nxg5 Nxg5 Rxd5 Rfe1+ Be7 Rxa6 O-O Nf3 Bf6 b4 Rb5 Rb1 Rfb8 Ra4 c5 h4 Rxb4 Rbxb4 cxb4 Nd2 Bxh4 Nb3 g6 g3 Bf6 Ra6 Be7 f4 Rc8 Ra7 Kf8 Rb7 Rc3 Rxb4 Rxg3+ Kf2 Rg4 Kf3 h5 Nd2 g5 Rb8+ Kg7 fxg5 Rxg5 Ne4 Rf5+ Kg3 d5 Nf2 Bd6+ Kh4 Bxb8 Nd3 Kg6 Nc5 d4 Nd7 d3 Nxb8 d2 Nc6 d1=Q Kh3 Qg4+ Kh2 Rf2+ Kh1 Qg2#,C21,Danish Gambit,5,657712
1773,uhxTJwPQ,True,68,draw,draw,10+0,bauss54,2044,laode_syahril,2156,d4 d5 c4 e6 Nc3 Be7 Nf3 Nf6 Bg5 O-O e3 h6 Bh4 Ne4 Bxe7 Qxe7 Rc1 c6 Bd3 Nxc3 Rxc3 dxc4 Bxc4 Nd7 O-O e5 dxe5 Nxe5 Be2 Nxf3+ Bxf3 Be6 b3 Rad8 Qe2 Qg5 Rd1 Rxd1+ Qxd1 Qa5 Qc2 Rd8 h3 Bf5 Qb2 Qe5 Qc1 Be6 Rc2 Qf5 Bg4 Qe4 Bxe6 Qxe6 Rd2 Qf6 Qd1 Rxd2 Qxd2 Qa1+ Kh2 Qe5+ Kg1 Qa1+ Kh2 Qe5+ Kg1 Qa1+,D56,Queen's Gambit Declined: Lasker Defense,14,688396
1774,3STx4QDX,False,72,draw,draw,30+0,grundlesniffer,1370,tomo1997,1500,e4 e5 Nf3 Bc5 c3 b5 d4 Bb6 Bxb5 a6 Bc4 Nc6 O-O d6 Na3 Bg4 Qd3 Qd7 h3 Bh5 dxe5 O-O-O Bf4 dxe5 Nxe5 Qe7 Nxc6 Rxd3 Bxd3 Qxa3 bxa3 Nf6 Bxa6+ Kd7 Ne5+ Ke8 Rab1 Nxe4 Rxb6 cxb6 Bb7 Kf8 Bxe4 f6 Nd7+ Kf7 g4 f5 gxf5 Be2 Re1 Bc4 f6 gxf6 Nxb6 Rg8+ Bg3 Bxa2 Bd5+ Kg7 Bxa2 Kh8 Bxg8 h5 Be6 h4 Bxh4 f5 Bf6+ Kh7 Bxf5+ Kh6,C40,King's Pawn Game: Busch-Gass Gambit,4,90000000
1775,NrwYGUr6,True,170,mate,black,10+0,ri_chess,1551,zezo86,1574,e4 e5 Nf3 Nc6 Bc4 h6 d4 d6 O-O Nf6 dxe5 Nxe4 exd6 Nxd6 Re1+ Be7 Qe2 Bg4 Nc3 Bxf3 gxf3 Nxc4 Qxc4 O-O Bxh6 gxh6 Qg4+ Kh7 Kh1 Rg8 Qf5+ Kh8 Qh5 Bf8 Qxf7 Rg7 Qh5 Rg5 Qh3 Nd4 f4 Rg8 Rad1 c5 Nb5 Bg7 c3 Qd5+ Kg1 Nf3+ Kf1 Qc4+ Re2 Nxh2+ Qxh2 Qxb5 f5 Rae8 Re1 Re4 f6 Rge8 fxg7+ Kxg7 Qc7+ R8e7 Qg3+ Kh7 Qf3 Rxe2 Rxe2 Rxe2 Qxe2 Qxe2+ Kxe2 Kg6 f4 Kf5 Kf3 h5 Kg3 b6 c4 Kg6 a4 Kf5 b3 h4+ Kxh4 Kxf4 Kh3 Ke4 Kg2 Kd4 Kf2 Kc3 Ke2 Kxb3 Kd3 Kxa4 Kc3 Ka5 Kb3 Ka6 Ka4 Kb7 Kb5 a6+ Ka4 Kc6 Kb3 a5 Ka4 Kb7 Kb5 Kc7 Ka4 Kb7 Kb5 Ka7 Ka4 Ka6 Kb3 b5 cxb5+ Kxb5 Ka3 a4 Kb2 Kb4 Ka2 a3 Ka1 Kb3 Kb1 c4 Ka1 c3 Kb1 a2+ Ka1 Kc2 Kxa2 Kc1 Ka1 c2 Ka2 Kd1 Kb2 c1=Q+ Kb3 Kd2 Kb4 Kd3 Kb5 Kd4 Kb4 Qc4+ Ka5 Qb3 Ka6 Kc4 Ka7 Kc5 Ka8 Kc6 Ka7 Qb6+ Ka8 Qb7#,C55,Italian Game: Anti-Fried Liver Defense,6,10000000
1776,Bb2Tgc8u,True,29,resign,white,12+10,smilsydov,2209,eroeffnungsverkacker,2030,Nf3 e6 g3 d5 Bg2 Nf6 O-O c5 c4 Nc6 cxd5 exd5 d4 Bf5 Nc3 c4 Ne5 Be7 Nxd5 Nxd5 e4 Nxe5 dxe5 Bxe4 Bxe4 Nb6 Qg4 O-O Bh6,A04,Zukertort Opening: Queen's Gambit Invitation,2,578042
1777,ehOlv8k8,True,28,resign,black,15+5,zapala,1565,ledaua,1563,e4 e5 Nf3 Nc6 d4 Bd6 dxe5 Bxe5 Nxe5 Nxe5 f4 Nc6 Nc3 a6 Bd2 d6 a3 Nf6 e5 dxe5 fxe5 Nxe5 Bg5 Qxd1+ Nxd1 Nd5 Bc4 Nxc4,C44,Scotch Game,5,239275
1778,LfpIxAfj,True,33,resign,white,15+10,juanma206,1664,thebadfish,1883,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bc4 e6 O-O Be7 Qf3 b5 Bb3 Bb7 a3 O-O Bxe6 fxe6 Nxe6 Qc8 Nxf8 Bxf8 Bg5 Nbd7 Nd5 Ne5 Nxf6+ Kf7 Qb3+,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11,359343
1779,IDIBWNxf,True,73,mate,white,45+45,yago666,1928,marstem,1875,e4 c5 Nf3 g6 d4 cxd4 c3 d3 Bxd3 Bg7 c4 Nc6 O-O Nf6 Nc3 d6 h3 O-O Be3 b6 Rc1 Bb7 Qe2 Nd7 Bb1 Rc8 b3 Nde5 Nd2 Nd7 f4 f5 Nf3 e6 Ng5 Qe7 exf5 Nd4 Qf2 Nxf5 Bxf5 Rxf5 Qd2 Rd8 Nb5 Nc5 Nd4 Rff8 b4 Ne4 Nxe4 Bxe4 Rfe1 Bxd4 Bxd4 d5 c5 Qb7 c6 Qe7 b5 Rc8 Bc3 Qc5+ Kh1 Qxb5 Qd4 Kf7 Qf6+ Ke8 Qxe6+ Kd8 Qd7#,A42,Sicilian Defense: Hyperaccelerated Fianchetto,5,7885293
1780,1Q3YnIuM,False,97,draw,draw,15+15,anonymous_enemy,1500,beepbeepimajeep,1500,b3 d5 Bb2 Bg4 h3 Bh5 Nf3 Bxf3 exf3 Nf6 c4 e6 d4 Be7 Be2 O-O O-O Nbd7 Nd2 c6 Qc2 Rc8 f4 Re8 Nf3 Ne4 Ne5 f6 Nxd7 Qxd7 Bd3 f5 c5 b5 b4 a5 a3 a4 Rae1 Bf6 Kh2 Qc7 g3 Bd8 Re2 g5 Bc1 Qg7 Bxe4 fxe4 Qc3 Bf6 Rd1 Re7 Qe3 h6 f3 exf3 Qxf3 Rce8 fxg5 Bxg5 Bxg5 Qxg5 Re5 Qg6 Qd3 Qxd3 Rxd3 Rf7 Kg2 Rf6 Rf3 Ref8 Ree3 Rg6 Rxf8+ Kxf8 g4 h5 Kg3 hxg4 hxg4 Ke7 Re5 Rf6 Re1 Kf7 Rh1 Kg7 Re1 Kh6 Kh4 Kg7 Kg3 Kh6 Kh4,A01,Nimzo-Larsen Attack: Classical Variation,2,2724283
1781,LDLdtyDj,False,95,mate,white,5+8,eideral,1557,maumau62,1607,d4 e6 c4 Nf6 Nc3 c6 e4 d6 Bg5 Be7 Nf3 O-O h4 h6 e5 dxe5 dxe5 Nh7 Bxe7 Qxe7 Bd3 g6 Qc2 Nd7 Ne4 Nc5 Nxc5 Qxc5 h5 Kh8 hxg6 fxg6 Rxh6 Kg7 Rxh7+ Kxh7 Bxg6+ Kh6 Bh7 Rf5 Bxf5 exf5 O-O-O Be6 Rh1+ Kg6 Nh4+ Kg5 Qd2+ f4 Nf3+ Kg6 Qxf4 Rf8 Rh6+ Kg7 Qg5+ Kf7 Qf6+ Ke8 Qxe6+ Qe7 Qc8+ Kf7 Rh7+ Kg6 Rxe7 Rxc8 Nd4 b6 e6 c5 Nb5 a6 Nc7 Rh8 Rd7 Rh1+ Kc2 Re1 e7 Re2+ Kd3 Re1 e8=Q+ Rxe8 Nxe8 Kg5 Ke4 Kg4 Rg7+ Kh4 Kf5 Kh5 Rh7#,E20,Nimzo-Indian Defense #2,5,10000000
1782,S4cJcYqT,True,26,resign,black,25+5,paulorojas,1660,harnyj,1622,Nf3 d5 g3 Nc6 Bg2 e5 e3 e4 Nd4 Nxd4 exd4 Nf6 O-O Bg4 Qe1 h5 d3 Qe7 dxe4 dxe4 Bg5 O-O-O Bxe4 Qxe4 Bxf6 Qxe1,A07,King's Indian Attack,3,256365
1783,RJJRbFjl,False,96,mate,black,10+0,sarest,1506,hamedbriki,1970,e4 e5 Qh5 Qf6 Nf3 Bd6 Nc3 g6 Nd5 gxh5 Nxf6+ Nxf6 d3 Nc6 Bg5 Be7 Be2 d6 O-O Be6 c4 Nd4 Nxd4 exd4 b4 c5 a3 O-O-O b5 b6 a4 Rde8 a5 bxa5 Rxa5 Kb8 b6 axb6 Rb5 Bd8 Ra1 Bg4 Bxg4 Nxg4 Bxd8 Rxd8 Rxb6+ Kc7 Rab1 Rb8 Rxb8 Rxb8 Rxb8 Kxb8 f4 Kb7 h3 Ne3 e5 dxe5 fxe5 h4 Kf2 Kb6 Kf3 Ka5 g3 hxg3 Kxg3 Kb4 Kf4 Kc3 Kg5 Kxd3 Kf6 Kxc4 Kxf7 d3 e6 Nd5 Kg7 d2 Kxh7 d1=Q Kg7 Qg1+ Kf7 Qg5 h4 Qf6+ Kg8 Ne7+ Kh7 Qg6+ Kh8 Qg8#,C20,King's Pawn Game: Wayward Queen Attack,3,467002
1784,yyHFgYOw,True,49,mate,white,30+0,hamed5058,1707,simson57,1404,e4 e5 Bc4 c6 d3 d5 Bb3 dxe4 Qh5 Qe7 dxe4 Nf6 Bg5 g6 Qh4 Bg7 Bh6 Bxh6 Qxh6 Be6 Nd2 Bxb3 Nxb3 Ng4 Qd2 Nd7 f3 Rd8 fxg4 Nc5 Qe3 Nxb3 Qxb3 Qd7 Nf3 O-O O-O b6 Nxe5 Kh8 Nxd7 Rxd7 Rad1 Re7 Qc3+ f6 Rxf6 Rxe4 Rxf8#,C23,Bishop's Opening: Philidor Counterattack,4,1037101
1785,xpubmFeE,True,57,resign,white,5+5,improbablyhigh,1476,geronimus74,1740,e4 c5 Nf3 d6 d4 cxd4 Qxd4 Nc6 Qa4 Bd7 Nc3 e6 Be3 Nge7 O-O-O Ne5 Qb4 Nxf3 gxf3 b6 Nb5 Nc6 Nxd6+ Bxd6 Qxd6 Qe7 Qg3 O-O Rg1 g6 Qd6 Rad8 Bh6 Rfe8 Bb5 Qh4 Bg5 Qxf2 Bxd8 Rxd8 Bxc6 Qe3+ Kb1 Qxf3 Bxd7 Qxe4 Qc7 Rf8 Qxa7 Ra8 Rge1 Qf3 Qxb6 Qg2 Bc6 Ra5 Bxg2,B53,Sicilian Defense: Chekhover Variation,7,884626
1786,2B0zqXoo,True,113,resign,white,15+0,bageryan,1508,vladimir-kramnik-1,1586,d4 d5 Bg5 Nc6 h3 f6 Bh4 e5 c3 Nge7 e3 Ng6 Bg3 Be7 Bb5 Bd7 Ba4 O-O Bb3 Be6 Ba4 Qd6 Nf3 a6 Nbd2 b5 Bc2 a5 Nb3 b4 Nc5 bxc3 bxc3 Qd8 Nxe6 Qd7 Nxf8 Rxf8 Bb3 e4 Nd2 f5 Ba4 f4 exf4 Nxf4 Bxf4 Rxf4 O-O Rf6 Rab1 Rg6 Rb8+ Kf7 Rh8 Qxh3 g3 Rxg3+ fxg3+ Ke6 Rf2 Qxg3+ Rg2 Qe3+ Kh1 Qh3+ Rgh2 Qxc3 Bxc6 Qxc6 Qg4+ Kd6 Rh8xh7 Qc1+ Kg2 Qxd2+ Kh3 Qe3+ Kg2 Qd2+ Kf1 Qc1+ Ke2 Qc2+ Kf1 Qc1+ Kg2 Qd2+ Kh3 Qe3+ Qg3+ Qxg3+ Kxg3 Bf6 Kg2 Kc6 Rh7h5 Bxd4 Rh2h1 Kc5 Rd1 e3 Kf1 Kc4 Ke2 Kc3 Rhxd5 Bb6 Rb5 g5 a4 g4 Rg1,D00,Queen's Pawn Game: Levitsky Attack,3,1163133
1787,J0V2019C,True,83,resign,black,10+0,aga41_mail-ru,1880,nico1990,1851,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Bd3 O-O Nge2 e5 d5 Nbd7 O-O Nh5 f4 Nxf4 Bxf4 exf4 Rxf4 Ne5 Ng3 Qg5 Rf1 Qe3+ Kh1 Qxd3 Qxd3 Nxd3 Rab1 Nxb2 Rxb2 Bxc3 Rc2 Be5 c5 Bd7 cxd6 cxd6 Rc7 Rfd8 Rxb7 Bxg3 hxg3 f5 exf5 Bxf5 g4 Be4 Rff7 Bxd5 Rg7+ Kf8 Rbc7 a5 Rxh7 Bxa2 Rhg7 d5 Rxg6 d4 Rh6 d3 Rh8+ Bg8 Rc5 Kg7 Rhh5 Rd6 Rhg5+ Kf7 Rcf5+ Ke7 Re5+ Kd7 Rg7+ Kc6 Ree7 d2 Rc7+ Kd5 Rg5+,E77,King's Indian Defense: Six Pawns Attack,8,641344
1788,AqJR9M8Z,True,63,resign,white,15+15,polkovnik60,1525,azomio,1486,e4 d6 Bc4 f5 Qf3 g6 exf5 Bxf5 Qxb7 Nd7 d3 Ngf6 f3 Nc5 Qb5+ Bd7 Qb4 a5 Qd2 h5 Qe3 Bh6 f4 Ng4 Qf3 Rf8 g3 Ne5 Qe2 Bg4 Qg2 Bf3 Nxf3 Nxf3+ Qxf3 d5 Bb5+ Nd7 Qxd5 Rf5 Bxd7+ Kf8 Qe6 Rf6 Qh3 Rd6 Bg4 Kg7 Bf3 Rb8 Nc3 Rxd3 cxd3 Qxd3 Be2 Qd4 Qe6 Rd8 Qxe7+ Kg8 Qe6+ Kg7 Qe5+,B07,Pirc Defense #4,2,959572
1789,iwzkl2y2,True,95,mate,white,25+0,onikichi,1378,andreas00,1194,b4 e6 Bb2 h6 e3 Qh4 Nf3 Qd8 b5 a6 c4 f6 Be2 axb5 cxb5 c6 O-O cxb5 Bxb5 Qb6 a4 Ra5 Qc2 Nc6 Bc3 Bb4 Bxb4 Nge7 Bxa5 Qxa5 Bxc6 dxc6 Nc3 Qa6 Qe4 g5 Nd4 Qa5 Nxe6 f5 Ng7+ Kf8 Qd4 Nd5 Ne6+ Kf7 Qxh8 Bxe6 Nxd5 Bxd5 Qxh6 Qxd2 Qxg5 Ke6 Qg6+ Ke5 Qg3+ f4 exf4+ Qxf4 Qxf4+ Kxf4 a5 Bc4 Rfc1 Ba6 g3+ Kf3 h4 Bc4 Rxc4 b5 Rxc6 b4 h5 b3 Rb1 b2 Rxb2 Ke4 h6 Kd5 Rbc2 Ke4 h7 Ke5 a6 Ke4 h8=Q Kf3 Rc2c3+ Ke2 Qe5+ Kd1 Rd6#,A00,Polish Opening,1,1484442
1790,0vRRV2Vg,True,88,mate,black,5+5,yazeed_bani_saleem,1793,hadisalimy,1695,d4 d5 c4 dxc4 e4 e6 Nc3 Nc6 Nf3 Nf6 Bxc4 g6 Bg5 Bg7 e5 O-O exf6 Bxf6 Bh6 Re8 h4 Nxd4 h5 Nxf3+ Qxf3 c6 hxg6 fxg6 Rd1 Qe7 Ne4 Bxb2 Bg5 Qb4+ Rd2 Bg7 Bb3 Rf8 Qh3 Qxe4+ Kf1 b6 f3 Ba6+ Kf2 Bd4+ Rxd4 Qxd4+ Kg3 Qe5+ Kf2 h5 Bxe6+ Kg7 Bf5 Rxf5 Re1 Qb2+ Kg1 Rxg5 Re7+ Kh6 g4 Qc1+ Kh2 Qd2+ Kh1 Qd1+ Kh2 Rd8 Qxh5+ Rxh5+ gxh5 Rd2+ Kg3 Qg1+ Kf4 Rd4+ Ke5 Rd5+ Kf6 Qg5+ Kf7 Kxh5 Ke8 Re5 Kd8 Qxe7#,D20,Queen's Gambit Accepted: Saduleto Variation,5,1004139
1791,HsolNMZx,False,83,resign,white,15+0,bloonfreakster,1478,x6sapnupuas9x,1490,e4 e5 Nf3 Nc6 d4 Bd6 d5 Nd4 Nxd4 exd4 Qxd4 Nf6 e5 Qe7 f4 Ng4 Be2 Bc5 d6 cxd6 exd6 Bxd4 dxe7 Nf2 Rf1 Kxe7 Rxf2 Bxf2+ Kxf2 Re8 b3 Kf8 Nc3 b6 Bf3 Rb8 Ba3+ Kg8 Bd6 Bb7 Bxb8 Rxb8 Be4 Bxe4 Nxe4 Rc8 Rd1 Rxc2+ Kf3 f5 Ng3 g6 Rxd7 Rxa2 Rd8+ Kf7 Rd7+ Kg8 Ne2 a5 Rb7 a4 bxa4 Ra3+ Kf2 Rxa4 Rxb6 h5 Rxg6+ Kf7 Rg5 Kf6 Rxh5 Kg6 Rg5+ Kf6 g3 Ke6 h4 Kd5 h5 Ke4 Nc3+,C44,Scotch Game,5,10000000
1792,sAUTE9Wt,True,70,draw,draw,30+8,kondukator0,2115,gilbertvai,2276,d4 Nf6 Nf3 c5 c3 d5 Bf4 Nc6 e3 a6 Nbd2 Bg4 Be2 e6 h3 Bh5 Ne5 Bxe2 Qxe2 Be7 O-O O-O a4 Nxe5 Bxe5 Nd7 Bh2 Rc8 Nf3 Bf6 Ne5 Nxe5 dxe5 Be7 Rfd1 Qb6 a5 Qb5 Qxb5 axb5 a6 Rb8 a7 Ra8 Ra5 Bd8 Rxb5 Rxa7 Rxc5 Be7 Rb5 Rc8 Bg3 Kf8 Kf1 Ke8 Ke2 Rc5 Rxc5 Bxc5 b4 Be7 Rd2 b5 f4 g6 Kd3 Ra3 Rb2 Kd7,A46,Indian Game: Spielmann-Indian,4,950799
